temp_component,sla_component,cost_component
4.0,0.0,0.2048
4.0,0.0,0.0512
4.0,0.0,0.0
4.0,0.0,0.0256
4.0,0.0,0.0512
4.0,0.0,0.0
4.0,2.0,0.0
4.0,0.0,0.0512
4.0,0.0,0.0512
4.0,0.0,0.0256
4.0,0.0,0.2048
4.0,0.0,0.0
4.0,0.0,0.2048
4.062,0.0,0.0512
4.37328,0.0,0.4096
4.2388992000000005,0.0,0.2048
4.152895488000001,0.0,0.0
4.097853112320001,0.0,0.4096
4.062625991884801,0.0,0.0
4.040080634806272,0.0,0.0256
4.025651606276014,0.0,0.2048
4.18341702801665,0.0,0.1024
4.366986897930656,0.0,0.0
4.23487161467562,0.0,0.0512
4.150317833392397,0.0,0.1024
4.408203413371135,0.0,0.1024
4.569250184557527,0.0,0.0256
4.364320118116818,0.0,0.0512
4.233164875594763,0.0,0.0512
4.149225520380649,0.0,0.0256
4.095504333043616,0.0,0.0512
4.061122773147914,0.0,0.0
4.0391185748146645,0.0,0.1024
4.025035887881386,0.0,0.4096
4.016022968244087,0.0,0.2048
4.010254699676216,0.0,0.0256
4.006563007792779,0.0,0.0
4.004200324987379,0.0,0.0
4.002688207991922,0.0,0.1024
4.001720453114831,0.0,0.0512
4.001101089993492,0.0,0.0256
4.000704697595835,0.0,0.0
4.0004510064613354,0.0,0.0
4.000288644135256,0.0,0.0512
4.000184732246564,0.0,0.1024
4.000118228637802,0.0,0.0256
4.000075666328193,0.0,0.0256
4.200048426450044,0.0,0.0
4.1280309929280286,0.0,0.1024
4.081939835473938,0.0,0.4096
4.052441494703321,0.0,0.0
4.033562556610126,0.0,0.4096
4.021480036230481,0.0,0.0
4.013747223187508,0.0,0.0256
4.008798222840006,0.0,0.0512
4.005630862617604,0.0,0.2048
4.003603752075267,0.0,0.0512
4.0023064013281715,0.0,0.2048
4.00147609685003,0.0,0.0
4.000944701984019,0.0,0.4096
4.0006046092697725,0.0,0.0
4.000386949932655,0.0,0.0
4.0002476479569,0.0,0.2048
4.000158494692417,0.0,0.1024
4.000101436603147,0.0,0.2048
4.0000649194260145,0.0,0.0512
4.00004154843265,2.0,0.0256
4.000026590996896,0.0,0.4096
4.286017018238014,0.0,0.0256
4.449450891672329,0.0,0.1024
4.287648570670291,0.0,0.0512
4.184095085228987,0.0,0.0512
4.117820854546552,0.0,0.1024
4.075405346909793,0.0,0.4096
4.0482594220222685,0.0,0.0
4.030886030094252,0.0,0.0512
4.2077670592603225,0.0,0.0512
4.332970917926607,0.0,0.4096
4.213101387473029,0.0,0.2048
4.1363848879827385,0.0,0.2048
4.087286328308953,0.0,0.2048
4.0558632501177305,0.0,0.0
4.035752480075348,0.0,0.0512
4.022881587248223,0.0,0.4096
4.097644215838863,0.0,0.0256
4.062492298136873,2.0,0.4096
4.039995070807599,0.0,0.0256
4.025596845316864,0.0,0.1024
4.016381981002794,0.0,0.4096
4.010484467841788,0.0,0.0
4.006710059418745,0.0,0.0256
4.004294438027997,0.0,0.2048
4.335748440337919,0.0,0.4096
4.464479001816268,0.0,0.0
4.297266561162412,0.0,0.2048
4.190250599143944,0.0,0.2048
4.121760383452124,0.0,0.1024
4.0779266454093595,0.0,0.1024
4.04987305306199,2.0,0.1024
4.102918753959674,0.0,0.0512
